inventory_id,date,product_id,beginning_stock,received,sold,warehouse_location,ending_stock
10156,2025-05-29 00:00:00-07:00,5726,38,11,0,east,49
10157,2025-06-12 00:00:00-07:00,7708,48,19,7,east,60
10158,2025-06-30 00:00:00-07:00,1842,37,8,9,north,36
10159,2025-05-17 00:00:00-07:00,9108,14,4,13,west,5
10160,2025-06-05 00:00:00-07:00,4328,14,17,2,west,29
10161,2025-06-27 00:00:00-07:00,3668,71,7,2,east,76
10162,2025-06-23 00:00:00-07:00,1446,9,1,8,,2
10163,2025-06-04 00:00:00-07:00,7139,30,6,13,west,23
10164,2025-06-24 00:00:00-07:00,1831,88,19,10,east,97
10165,2025-05-11 00:00:00-07:00,491,6,19,12,south,13
10166,2025-07-06 00:00:00-07:00,8944,89,17,12,north,94
10167,2025-05-18 00:00:00-07:00,7761,34,6,9,west,31
10168,2025-06-09 00:00:00-07:00,5950,31,14,2,west,43
10169,2025-06-09 00:00:00-07:00,6103,10,19,14,east,15
10170,2025-06-03 00:00:00-07:00,1395,99,11,9,north,101
10171,2025-06-21 00:00:00-07:00,1735,79,0,12,east,67
10172,2025-06-30 00:00:00-07:00,7083,14,11,1,west,24
10173,2025-05-16 00:00:00-07:00,8844,10,3,7,north,6
10174,2025-06-29 00:00:00-07:00,537,3,10,5,west,8
10175,2025-06-23 00:00:00-07:00,7672,10,17,3,east,24
10176,2025-05-19 00:00:00-07:00,1095,31,3,7,east,27
10177,2025-06-01 00:00:00-07:00,6343,75,18,6,west,87
10178,2025-06-15 00:00:00-07:00,7975,42,11,10,west,43
10179,2025-06-29 00:00:00-07:00,6928,70,1,6,west,65
10180,2025-06-24 00:00:00-07:00,3361,81,9,0,north,90
10181,2025-06-30 00:00:00-07:00,4250,49,3,3,west,49
10182,2025-05-12 00:00:00-07:00,4186,75,8,5,east,78
10183,2025-05-21 00:00:00-07:00,3219,61,1,1,west,61
10184,2025-05-15 00:00:00-07:00,9407,42,14,5,west,51
10185,2025-05-29 00:00:00-07:00,490,5,10,6,north,9
10186,2025-06-12 00:00:00-07:00,3716,91,14,12,south,93
10187,2025-06-06 00:00:00-07:00,9435,0,10,7,west,3
10188,2025-06-29 00:00:00-07:00,23,83,14,1,north,96
10189,2025-05-30 00:00:00-07:00,1888,26,14,5,north,35
10190,2025-06-30 00:00:00-07:00,7443,22,5,2,north,25
10191,2025-06-18 00:00:00-07:00,9319,18,17,5,west,30
10192,2025-06-06 00:00:00-07:00,1880,66,3,1,north,68
10193,2025-06-02 00:00:00-07:00,142,52,5,5,west,52
10194,2025-05-26 00:00:00-07:00,304,42,7,1,west,48
10195,2025-05-30 00:00:00-07:00,7389,25,9,3,west,31
10196,2025-05-10 00:00:00-07:00,8316,55,2,14,north,43
10197,2025-06-21 00:00:00-07:00,4084,17,19,13,east,23
10198,2025-06-08 00:00:00-07:00,4833,83,1,4,west,80
10199,2025-05-21 00:00:00-07:00,647,16,16,12,north,20
10200,2025-06-08 00:00:00-07:00,2621,8,2,0,east,10
10201,2025-05-09 00:00:00-07:00,1216,76,15,13,east,78
10202,2025-06-04 00:00:00-07:00,8654,32,8,0,north,40
10203,2025-05-20 00:00:00-07:00,6348,9,1,10,west,0
10204,2025-05-10 00:00:00-07:00,4897,86,10,4,west,92
10205,2025-05-22 00:00:00-07:00,5539,59,13,7,west,65
10206,2025-05-26 00:00:00-07:00,8538,96,16,4,north,108
10207,2025-06-08 00:00:00-07:00,6242,40,7,0,south,47
10208,2025-05-16 00:00:00-07:00,7220,34,14,11,north,37
10209,2025-05-08 00:00:00-07:00,4738,32,15,1,east,46
10210,2025-05-13 00:00:00-07:00,3437,85,6,10,north,81
10211,2025-05-30 00:00:00-07:00,8960,72,11,1,south,82
10212,2025-05-09 00:00:00-07:00,1363,33,0,11,west,22
10213,2025-06-22 00:00:00-07:00,8186,17,4,6,west,15
10214,2025-06-23 00:00:00-07:00,3867,84,8,13,west,79
10215,2025-06-13 00:00:00-07:00,5766,57,10,2,east,65
10216,2025-06-25 00:00:00-07:00,7049,50,1,7,east,44
10217,2025-05-20 00:00:00-07:00,4372,38,19,8,south,49
10218,2025-05-22 00:00:00-07:00,4733,35,14,1,south,48
10219,2025-05-13 00:00:00-07:00,5464,44,15,12,west,47
10220,2025-05-26 00:00:00-07:00,9798,51,18,8,west,61
10221,2025-06-29 00:00:00-07:00,1894,35,17,14,east,38
10222,2025-05-28 00:00:00-07:00,4228,4,4,14,east,0
10223,2025-07-05 00:00:00-07:00,5711,43,18,1,west,60
10224,2025-06-22 00:00:00-07:00,7793,7,14,11,west,10
10225,2025-06-12 00:00:00-07:00,6784,51,4,11,east,44
10226,2025-05-28 00:00:00-07:00,7055,85,14,5,north,94
10227,2025-06-20 00:00:00-07:00,4480,19,9,7,east,21
10228,2025-05-19 00:00:00-07:00,7971,57,12,10,south,59
10229,2025-06-27 00:00:00-07:00,2034,65,16,6,south,75
10230,2025-07-03 00:00:00-07:00,6703,26,13,13,east,26
10231,2025-06-21 00:00:00-07:00,8250,84,7,4,north,87
10232,2025-05-22 00:00:00-07:00,6606,51,7,4,south,54
10233,2025-07-01 00:00:00-07:00,7785,2,9,8,south,3
10234,2025-06-19 00:00:00-07:00,3045,67,5,9,east,63
10235,2025-05-21 00:00:00-07:00,3556,52,18,5,north,65
10236,2025-06-04 00:00:00-07:00,1134,11,7,14,east,4
10237,2025-05-25 00:00:00-07:00,4686,2,15,14,west,3
10238,2025-06-06 00:00:00-07:00,4032,6,5,7,north,4
10239,2025-05-22 00:00:00-07:00,5708,42,4,6,south,40
10240,2025-07-04 00:00:00-07:00,4793,7,8,9,west,6
10241,2025-05-24 00:00:00-07:00,9901,79,6,12,north,73
10242,2025-06-09 00:00:00-07:00,4873,51,19,9,east,61
10243,2025-06-06 00:00:00-07:00,8063,56,19,3,East,72
10244,2025-06-29 00:00:00-07:00,4045,6,6,5,north,7
10245,2025-06-22 00:00:00-07:00,5315,48,7,7,west,48
10246,2025-06-02 00:00:00-07:00,416,22,12,0,west,34
10247,2025-05-26 00:00:00-07:00,9143,72,0,1,north,71
10248,2025-05-31 00:00:00-07:00,7888,77,18,14,north,81
10249,2025-05-26 00:00:00-07:00,1229,282,12,4,west,55
10250,2025-06-06 00:00:00-07:00,2092,23,8,14,West,17
10251,2025-06-05 00:00:00-07:00,689,35,12,14,west,33
10252,2025-07-04 00:00:00-07:00,1280,99,9,4,south,104
10253,2025-06-21 00:00:00-07:00,6591,31,15,6,south,40
10254,2025-05-11 00:00:00-07:00,6306,77,16,9,north,84
10255,2025-06-16 00:00:00-07:00,6341,410,18,5,south,95
10256,2025-06-02 00:00:00-07:00,7941,78,16,6,,88
10257,2025-05-31 00:00:00-07:00,2588,72,12,13,east,71
10258,2025-06-08 00:00:00-07:00,7753,16,19,10,east,25
10259,2025-05-25 00:00:00-07:00,7601,93,9,12,west,90
10260,2025-06-27 00:00:00-07:00,7309,48,19,0,south,67
10261,2025-05-29 00:00:00-07:00,5738,93,19,14,south,98
10262,2025-06-02 00:00:00-07:00,2914,43,16,6,east,53
10263,2025-06-03 00:00:00-07:00,7387,20,5,2,west,23
10264,2025-05-10 00:00:00-07:00,4521,77,15,4,south,88
10265,2025-05-23 00:00:00-07:00,4277,64,19,10,west,73
10266,2025-06-08 00:00:00-07:00,2189,99,17,6,south,110
10267,2025-06-02 00:00:00-07:00,7718,4,19,2,west,21
10268,2025-05-08 00:00:00-07:00,5387,8,6,9,south,5
10269,2025-06-22 00:00:00-07:00,5995,4,9,13,east,0
10270,2025-07-03 00:00:00-07:00,5033,99,18,0,north,117
10271,2025-05-21 00:00:00-07:00,6256,35,8,6,north,37
10272,2025-06-30 00:00:00-07:00,1239,81,0,1,north,80
10273,2025-05-16 00:00:00-07:00,2350,64,0,7,north,57
10274,2025-05-15 00:00:00-07:00,904,68,13,12,north,69
10275,2025-06-28 00:00:00-07:00,9304,89,18,8,west,99
10276,2025-06-07 00:00:00-07:00,2480,66,9,10,west,65
10277,2025-06-03 00:00:00-07:00,4115,8,19,1,north,26
10278,2025-05-23 00:00:00-07:00,5291,38,14,4,west,48
10279,2025-06-20 00:00:00-07:00,428,91,3,7,south,87
10280,2025-06-29 00:00:00-07:00,714,47,7,9,north,45
10281,2025-05-26 00:00:00-07:00,5409,31,0,1,east,30
10282,2025-06-26 00:00:00-07:00,9034,16,0,13,west,3
10283,2025-06-05 00:00:00-07:00,4173,81,2,13,west,70
10284,2025-06-12 00:00:00-07:00,1840,33,8,11,east,30
10285,2025-05-17 00:00:00-07:00,2278,65,2,6,south,61
10286,2025-05-08 00:00:00-07:00,930,55,0,3,east,52
10287,2025-05-21 00:00:00-07:00,2602,75,6,9,east,72
10288,2025-07-03 00:00:00-07:00,5723,49,14,0,north,63
10289,2025-05-08 00:00:00-07:00,4191,45,7,2,east,50
10290,2025-06-16 00:00:00-07:00,8296,10,1,7,south,4
10291,2025-06-20 00:00:00-07:00,571,42,9,6,east,45
10292,2025-06-24 00:00:00-07:00,3103,58,15,14,north,59
10293,2025-05-25 00:00:00-07:00,1195,91,18,3,south,106
10294,2025-05-20 00:00:00-07:00,8841,48,15,14,east,49
10295,2025-07-02 00:00:00-07:00,5806,53,9,0,south,62
10296,2025-05-10 00:00:00-07:00,5603,62,6,8,south,60
10297,2025-05-25 00:00:00-07:00,4985,0,10,4,north,6
10298,2025-07-01 00:00:00-07:00,5066,774,9,6,south,89
10299,2025-07-03 00:00:00-07:00,463,39,1,7,west,33
10300,2025-06-20 00:00:00-07:00,8250,31,3,11,south,23
10301,2025-05-20 00:00:00-07:00,9559,5,1,4,east,2
10302,2025-05-10 00:00:00-07:00,6560,70,16,12,east,74
10303,2025-05-11 00:00:00-07:00,9315,65,12,0,east,77
10304,2025-06-24 00:00:00-07:00,6614,1,14,5,west,10
10305,2025-06-26 00:00:00-07:00,3627,65,12,4,west,73
10306,2025-06-05 00:00:00-07:00,483,61,13,11,north,63
10307,2025-06-06 00:00:00-07:00,5538,12,3,8,east,7
10308,2025-05-12 00:00:00-07:00,1865,81,4,0,east,85
10309,2025-05-30 00:00:00-07:00,3068,57,2,1,west,58
10310,2025-05-13 00:00:00-07:00,7884,11,1,1,east,11
10311,2025-06-08 00:00:00-07:00,5564,75,12,12,south,75
10312,2025-06-12 00:00:00-07:00,8940,17,5,1,north,21
10313,2025-06-18 00:00:00-07:00,7918,74,12,4,east,82
10314,2025-05-28 00:00:00-07:00,1188,35,2,5,north,32
10315,2025-06-14 00:00:00-07:00,2755,5,7,2,south,10
10316,2025-06-21 00:00:00-07:00,5737,9,16,11,west,14
10317,2025-05-19 00:00:00-07:00,974,10,12,2,west,20
10318,2025-07-05 00:00:00-07:00,8905,0,15,8,north,7
10319,2025-07-02 00:00:00-07:00,1140,70,5,8,east,67
10320,2025-06-19 00:00:00-07:00,8122,94,3,7,east,90
10321,2025-05-20 00:00:00-07:00,9837,89,12,2,west,99
10322,2025-05-30 00:00:00-07:00,2152,42,11,0,east,53
10323,2025-05-09 00:00:00-07:00,3156,9,6,2,north,13
10324,2025-05-11 00:00:00-07:00,6622,74,1,10,east,65
10325,2025-06-13 00:00:00-07:00,6758,22,4,6,east,20
10326,2025-05-08 00:00:00-07:00,7462,30,4,4,west,30
10327,2025-07-02 00:00:00-07:00,8869,28,4,4,east,28
10328,2025-05-31 00:00:00-07:00,5432,38,17,8,west,47
10329,2025-06-06 00:00:00-07:00,3714,84,13,11,north,86
10330,2025-06-27 00:00:00-07:00,9793,59,2,8,west,53
10331,2025-06-24 00:00:00-07:00,7318,31,11,11,south,31
10332,2025-05-27 00:00:00-07:00,7835,21,18,9,west,30
10333,2025-05-21 00:00:00-07:00,5711,58,11,11,east,58
10334,2025-05-20 00:00:00-07:00,1790,18,1,14,east,5
10335,2025-06-10 00:00:00-07:00,7019,86,16,7,north,95
10336,2025-05-20 00:00:00-07:00,3007,88,3,5,east,86
10337,2025-06-27 00:00:00-07:00,8026,96,7,12,west,91
10338,2025-05-26 00:00:00-07:00,6715,63,2,10,east,55
10339,2025-06-10 00:00:00-07:00,1060,459,13,3,west,61
10340,2025-06-17 00:00:00-07:00,7477,93,3,10,north,86
10341,2025-05-21 00:00:00-07:00,3496,92,13,0,north,105
10342,2025-06-07 00:00:00-07:00,3407,65,1,13,south,53
10343,2025-06-30 00:00:00-07:00,7865,48,19,7,south,60
10344,2025-05-24 00:00:00-07:00,2272,33,18,14,south,37
10345,2025-06-09 00:00:00-07:00,1072,46,7,14,west,39
10346,2025-06-08 00:00:00-07:00,3266,93,18,9,south,102
10347,2025-06-15 00:00:00-07:00,5480,72,19,2,north,89
10348,2025-07-05 00:00:00-07:00,9801,59,1,14,north,46
10349,2025-06-27 00:00:00-07:00,3494,10,9,0,east,19
10350,2025-05-10 00:00:00-07:00,7937,12,10,1,west,21
10351,2025-05-18 00:00:00-07:00,6139,87,16,7,south,96
10352,2025-06-17 00:00:00-07:00,8803,28,4,14,north,18
10353,2025-06-16 00:00:00-07:00,9646,97,17,8,north,106
10354,2025-05-14 00:00:00-07:00,7581,78,4,1,west,81
10355,2025-06-11 00:00:00-07:00,2914,37,5,3,north,39
10356,2025-07-05 00:00:00-07:00,5698,6,3,2,west,7
10357,2025-05-26 00:00:00-07:00,5106,27,4,13,south,18
10358,2025-06-17 00:00:00-07:00,1441,37,0,14,south,23
10359,2025-06-13 00:00:00-07:00,104,41,2,4,south,39
10360,2025-07-05 00:00:00-07:00,2568,18,12,3,south,27
10361,2025-05-26 00:00:00-07:00,762,73,10,12,east,71
10362,2025-06-10 00:00:00-07:00,4028,89,19,12,west,96
10363,2025-05-16 00:00:00-07:00,8848,94,18,5,west,107
10364,2025-05-30 00:00:00-07:00,6183,5,6,13,,0
10365,2025-06-28 00:00:00-07:00,9027,37,1,2,east,36
10366,2025-05-12 00:00:00-07:00,6216,78,10,13,north,75
10367,2025-06-26 00:00:00-07:00,4893,74,15,1,south,88
10368,2025-05-17 00:00:00-07:00,3838,17,11,3,east,25
10369,2025-05-12 00:00:00-07:00,472,9,7,11,west,5
10370,2025-05-30 00:00:00-07:00,9966,97,12,10,east,99
10371,2025-06-02 00:00:00-07:00,7535,7,7,6,south,8
10372,2025-06-19 00:00:00-07:00,6116,81,12,2,north,91
10373,2025-05-24 00:00:00-07:00,5983,0,2,12,south,0
10374,2025-05-18 00:00:00-07:00,1860,67,14,5,west,76
10375,2025-07-05 00:00:00-07:00,9663,20,11,12,west,19
10376,2025-05-24 00:00:00-07:00,7414,47,5,5,north,47
10377,2025-05-24 00:00:00-07:00,9059,3,19,5,south,17
10378,2025-06-29 00:00:00-07:00,6667,35,9,3,north,41
10379,2025-06-07 00:00:00-07:00,8607,49,18,14,east,53
10380,2025-05-18 00:00:00-07:00,741,74,14,0,east,88
10381,2025-06-21 00:00:00-07:00,7113,73,15,11,south,77
10382,2025-06-17 00:00:00-07:00,70,11,3,5,east,9
10383,2025-06-03 00:00:00-07:00,4445,1,0,6,north,0
10384,2025-05-16 00:00:00-07:00,9512,80,6,13,west,73
10385,2025-05-19 00:00:00-07:00,8080,74,5,10,south,69
10386,2025-06-02 00:00:00-07:00,4417,47,19,3,north,63
10387,2025-05-30 00:00:00-07:00,1998,90,15,12,east,93
10388,2025-06-18 00:00:00-07:00,43,85,14,14,east,85
10389,2025-05-25 00:00:00-07:00,4071,54,12,6,north,60
10390,2025-05-17 00:00:00-07:00,4891,27,6,2,south,31
10391,2025-07-02 00:00:00-07:00,3250,49,1,9,west,41
10392,2025-06-19 00:00:00-07:00,8232,26,9,13,south,22
10393,2025-05-31 00:00:00-07:00,4599,70,10,8,south,72
10394,2025-06-16 00:00:00-07:00,3918,9,19,9,west,19
10395,2025-05-31 00:00:00-07:00,2743,99,4,10,north,93
10396,2025-06-21 00:00:00-07:00,6999,97,10,5,east,102
10397,2025-05-31 00:00:00-07:00,6648,14,0,11,south,3
10398,2025-06-07 00:00:00-07:00,782,73,9,5,east,77
10399,2025-06-30 00:00:00-07:00,1402,68,16,6,west,78
10400,2025-05-29 00:00:00-07:00,854,32,0,1,north,31
10401,2025-06-12 00:00:00-07:00,6848,15,16,5,east,26
10402,2025-05-18 00:00:00-07:00,8707,74,10,9,north,75
10403,2025-06-17 00:00:00-07:00,6368,49,6,6,west,49
10404,2025-05-11 00:00:00-07:00,3599,82,14,12,south,84
10405,2025-06-09 00:00:00-07:00,5461,35,0,3,west,32
10406,2025-05-17 00:00:00-07:00,6441,3,11,8,north,6
10407,2025-05-26 00:00:00-07:00,8412,83,8,8,east,83
10408,2025-06-05 00:00:00-07:00,2016,28,5,7,north,26
10409,2025-05-10 00:00:00-07:00,2026,75,0,10,east,65
10410,2025-06-30 00:00:00-07:00,5474,87,15,4,west,98
10411,2025-05-15 00:00:00-07:00,6373,98,13,8,north,103
10412,2025-06-19 00:00:00-07:00,7462,6,8,4,west,10
10413,2025-06-27 00:00:00-07:00,8834,29,10,12,east,27
10414,2025-07-06 00:00:00-07:00,5384,37,15,7,south,45
10415,2025-05-25 00:00:00-07:00,5964,90,2,5,south,87
10416,2025-07-05 00:00:00-07:00,4758,49,12,12,west,49
10417,2025-07-03 00:00:00-07:00,6731,90,16,7,north,99
10418,2025-06-05 00:00:00-07:00,6187,5,11,2,west,14
10419,2025-05-08 00:00:00-07:00,886,5,14,8,east,11
10420,2025-06-01 00:00:00-07:00,2930,10,11,6,north,15
10421,2025-05-19 00:00:00-07:00,4465,11,1,14,south,0
10422,2025-06-08 00:00:00-07:00,7951,96,14,14,south,96
10423,2025-06-07 00:00:00-07:00,637,59,5,8,west,56
10424,2025-06-09 00:00:00-07:00,1242,41,11,3,west,49
10425,2025-06-27 00:00:00-07:00,922,71,13,12,west,72
10426,2025-05-16 00:00:00-07:00,1422,75,12,6,south,81
10427,2025-06-19 00:00:00-07:00,4859,82,13,6,south,89
10428,2025-07-06 00:00:00-07:00,848,29,6,11,south,24
10429,2025-07-02 00:00:00-07:00,8275,88,9,12,north,85
10430,2025-05-14 00:00:00-07:00,1503,96,17,11,north,102
10431,2025-06-18 00:00:00-07:00,364,182,10,10,north,26
10432,2025-06-20 00:00:00-07:00,1754,23,19,8,north,34
10433,2025-05-12 00:00:00-07:00,6951,37,7,2,south,42
10434,2025-06-22 00:00:00-07:00,1574,30,9,9,west,30
10435,2025-05-28 00:00:00-07:00,9367,53,9,3,east,59
10436,2025-06-13 00:00:00-07:00,2218,9,18,12,west,15
10437,2025-06-20 00:00:00-07:00,9387,94,18,2,south,110
10438,2025-07-01 00:00:00-07:00,6447,84,17,3,west,98
10439,2025-05-18 00:00:00-07:00,2419,75,8,1,west,82
10440,2025-06-13 00:00:00-07:00,188,38,11,14,east,35
10441,2025-06-14 00:00:00-07:00,4858,70,9,4,east,75
10442,2025-05-25 00:00:00-07:00,3293,50,11,2,west,59
10443,2025-06-19 00:00:00-07:00,6114,4,3,1,west,6
10444,2025-05-22 00:00:00-07:00,4406,89,9,8,west,90
10445,2025-05-29 00:00:00-07:00,402,24,17,7,east,34
10446,2025-06-14 00:00:00-07:00,9971,72,10,0,north,82
10447,2025-05-17 00:00:00-07:00,9332,95,4,8,south,91
10448,2025-05-11 00:00:00-07:00,7413,20,12,14,east,18
10449,2025-06-05 00:00:00-07:00,2246,99,5,5,west,99
10450,2025-06-08 00:00:00-07:00,7323,72,7,8,south,71
10451,2025-05-11 00:00:00-07:00,3207,12,17,9,east,20
10452,2025-06-13 00:00:00-07:00,6455,59,6,6,south,59
10453,2025-05-28 00:00:00-07:00,5817,29,18,14,east,33
10454,2025-05-16 00:00:00-07:00,9702,32,17,7,east,42
10455,2025-05-27 00:00:00-07:00,2292,62,19,3,west,78
10456,2025-06-24 00:00:00-07:00,3720,78,14,9,south,83
10457,2025-05-19 00:00:00-07:00,6736,35,18,4,east,49
10458,2025-05-18 00:00:00-07:00,7206,42,5,4,east,43
10459,2025-06-20 00:00:00-07:00,3788,95,11,0,south,106
10460,2025-06-10 00:00:00-07:00,9906,15,5,7,west,13
10461,2025-05-29 00:00:00-07:00,6177,92,3,5,south,90
10462,2025-06-28 00:00:00-07:00,5730,73,13,7,east,79
10463,2025-06-26 00:00:00-07:00,6825,0,5,11,east,0
10464,2025-06-28 00:00:00-07:00,2046,2,3,11,west,0
10465,2025-06-23 00:00:00-07:00,2737,85,9,12,east,82
10466,2025-06-05 00:00:00-07:00,8354,50,2,7,west,45
10467,2025-07-04 00:00:00-07:00,4733,14,0,0,east,14
10468,2025-06-19 00:00:00-07:00,1665,24,0,13,east,11
10469,2025-06-26 00:00:00-07:00,5670,50,4,0,north,54
10470,2025-05-15 00:00:00-07:00,893,84,8,4,south,88
10471,2025-06-05 00:00:00-07:00,2066,12,17,3,south,26
10472,2025-06-29 00:00:00-07:00,8132,78,3,12,north,69
10473,2025-06-28 00:00:00-07:00,2301,29,18,3,south,44
10474,2025-07-06 00:00:00-07:00,2936,18,11,6,east,23
10475,2025-05-24 00:00:00-07:00,5361,59,17,14,south,62
10476,2025-05-30 00:00:00-07:00,9098,33,4,12,west,25
10477,2025-06-03 00:00:00-07:00,3629,96,5,7,west,94
10478,2025-05-17 00:00:00-07:00,2498,4,19,0,west,23
10479,2025-06-20 00:00:00-07:00,3505,9,14,2,east,21
10480,2025-05-16 00:00:00-07:00,6336,73,8,3,west,78
10481,2025-06-09 00:00:00-07:00,9451,91,16,8,south,99
10482,2025-05-25 00:00:00-07:00,1186,42,0,2,south,40
10483,2025-06-25 00:00:00-07:00,9260,97,14,6,east,105
10484,2025-05-12 00:00:00-07:00,2976,22,14,11,north,25
10485,2025-06-18 00:00:00-07:00,7651,76,4,5,east,75
10486,2025-05-19 00:00:00-07:00,1359,66,14,8,south,72
10487,2025-05-14 00:00:00-07:00,7479,72,1,2,west,71
10488,2025-06-15 00:00:00-07:00,1560,64,0,7,north,57
10489,2025-06-23 00:00:00-07:00,8506,38,11,5,north,44
10490,2025-06-07 00:00:00-07:00,8645,35,14,13,east,36
10491,2025-06-13 00:00:00-07:00,7814,91,1,10,north,82
10492,2025-05-28 00:00:00-07:00,215,40,1,11,west,30
10493,2025-06-30 00:00:00-07:00,3909,86,7,14,north,79
10494,2025-06-16 00:00:00-07:00,9162,63,5,13,east,55
10495,2025-06-10 00:00:00-07:00,2903,18,6,12,south,12
10496,2025-07-03 00:00:00-07:00,8661,29,9,2,east,36
10497,2025-06-17 00:00:00-07:00,1908,17,3,1,north,19
10498,2025-06-19 00:00:00-07:00,1349,81,4,12,south,73
10499,2025-06-07 00:00:00-07:00,4920,17,3,0,south,20
10500,2025-06-30 00:00:00-07:00,2144,76,14,7,west,83
10501,2025-06-02 00:00:00-07:00,6223,70,2,0,south,72
10502,2025-06-22 00:00:00-07:00,4241,64,9,2,north,71
10503,2025-06-16 00:00:00-07:00,355,20,11,5,north,26
10504,2025-05-20 00:00:00-07:00,4539,63,12,8,east,67
10505,2025-06-15 00:00:00-07:00,9598,68,5,8,west,65
10506,2025-06-02 00:00:00-07:00,889,86,17,9,west,94
10507,2025-06-24 00:00:00-07:00,4457,0,8,6,west,2
10508,2025-06-18 00:00:00-07:00,5308,7,8,10,west,5
10509,2025-06-24 00:00:00-07:00,4757,48,15,12,north,51
10510,2025-07-02 00:00:00-07:00,8706,26,9,9,west,26
10511,2025-06-22 00:00:00-07:00,5746,87,1,14,east,74
10512,2025-05-12 00:00:00-07:00,5586,6,18,12,east,12
10513,2025-05-19 00:00:00-07:00,1179,91,6,14,east,83
10514,2025-06-10 00:00:00-07:00,2031,13,6,5,east,14
10515,2025-06-20 00:00:00-07:00,7446,95,13,6,east,102
10516,2025-05-21 00:00:00-07:00,8965,38,17,8,west,47
10517,2025-07-04 00:00:00-07:00,1348,54,7,12,east,49
10518,2025-05-10 00:00:00-07:00,7540,49,3,8,east,44
10519,2025-05-29 00:00:00-07:00,1761,45,16,5,east,56
10520,2025-06-01 00:00:00-07:00,5744,31,4,13,east,22
10521,2025-05-20 00:00:00-07:00,9507,73,11,5,south,79
10522,2025-06-30 00:00:00-07:00,8113,73,9,6,west,76
10523,2025-06-04 00:00:00-07:00,121,78,9,3,north,84
10524,2025-06-27 00:00:00-07:00,2794,61,19,1,west,79
10525,2025-06-28 00:00:00-07:00,5816,29,4,9,east,24
10526,2025-05-22 00:00:00-07:00,3488,87,5,0,east,92
10527,2025-05-27 00:00:00-07:00,6724,87,9,2,east,94
10528,2025-05-29 00:00:00-07:00,9180,23,8,8,east,23
10529,2025-05-22 00:00:00-07:00,6438,58,18,0,west,76
10530,2025-06-19 00:00:00-07:00,6892,79,0,5,north,74
10531,2025-06-12 00:00:00-07:00,5841,60,15,6,west,69
10532,2025-05-08 00:00:00-07:00,2874,32,0,2,south,30
10533,2025-06-16 00:00:00-07:00,1867,64,1,8,south,57
10534,2025-05-16 00:00:00-07:00,3940,56,11,12,north,55
10535,2025-05-12 00:00:00-07:00,369,77,19,8,north,88
10536,2025-05-09 00:00:00-07:00,4320,87,7,1,west,93
10537,2025-06-24 00:00:00-07:00,8203,42,11,4,,49
10538,2025-05-16 00:00:00-07:00,5835,90,13,7,north,96
10539,2025-07-06 00:00:00-07:00,6403,39,8,9,east,38
10540,2025-06-11 00:00:00-07:00,4555,14,19,12,west,21
10541,2025-05-13 00:00:00-07:00,6699,35,11,1,west,45
10542,2025-05-08 00:00:00-07:00,742,13,11,9,west,15
10543,2025-05-22 00:00:00-07:00,4330,50,7,4,south,53
10544,2025-06-23 00:00:00-07:00,2481,54,2,5,north,51
10545,2025-05-26 00:00:00-07:00,3091,8,13,6,south,15
10546,2025-06-16 00:00:00-07:00,3230,9,18,10,north,17
10547,2025-05-10 00:00:00-07:00,1015,31,10,2,west,39
10548,2025-06-08 00:00:00-07:00,7052,68,6,2,north,72
10549,2025-05-26 00:00:00-07:00,604,79,1,5,west,75
10550,2025-06-14 00:00:00-07:00,5922,22,6,10,west,18
10551,2025-05-10 00:00:00-07:00,9654,45,12,6,south,51
10552,2025-05-31 00:00:00-07:00,2945,61,6,5,north,62
10553,2025-05-15 00:00:00-07:00,7043,24,7,5,north,26
10554,2025-06-10 00:00:00-07:00,4378,16,0,1,east,15
10555,2025-05-20 00:00:00-07:00,5884,12,7,9,north,10
10556,2025-05-14 00:00:00-07:00,4701,0,7,8,west,0
10557,2025-06-16 00:00:00-07:00,1826,71,14,0,west,85
10558,2025-05-12 00:00:00-07:00,7045,30,18,1,south,47
10559,2025-07-02 00:00:00-07:00,2701,73,13,11,south,75
10560,2025-05-10 00:00:00-07:00,666,15,14,5,north,24
10561,2025-06-11 00:00:00-07:00,5053,78,2,6,north,74
10562,2025-05-29 00:00:00-07:00,6699,2,4,6,west,0
10563,2025-05-16 00:00:00-07:00,7701,72,14,12,north,74
10564,2025-05-29 00:00:00-07:00,6616,67,5,14,south,58
10565,2025-05-28 00:00:00-07:00,6462,89,19,13,north,95
10566,2025-05-19 00:00:00-07:00,2346,23,4,2,north,25
10567,2025-05-30 00:00:00-07:00,5773,22,13,9,north,26
10568,2025-06-15 00:00:00-07:00,203,35,3,0,north,38
10569,2025-05-16 00:00:00-07:00,8786,89,8,10,east,87
10570,2025-07-03 00:00:00-07:00,9723,45,7,9,south,43
10571,2025-06-16 00:00:00-07:00,5083,55,19,8,west,66
10572,2025-05-17 00:00:00-07:00,4307,9,18,4,West,23
10573,2025-05-13 00:00:00-07:00,3294,17,1,3,,15
10574,2025-05-22 00:00:00-07:00,805,22,4,6,north,20
10575,2025-05-11 00:00:00-07:00,2249,93,17,7,west,103
10576,2025-07-04 00:00:00-07:00,2734,64,14,9,east,69
10577,2025-06-04 00:00:00-07:00,1344,71,10,9,west,72
10578,2025-05-08 00:00:00-07:00,3649,3,12,13,north,2
10579,2025-07-06 00:00:00-07:00,9436,26,7,3,west,30
